"MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Alley","Lot.Shape","Land.Contour","Lot.Config","Land.Slope","Neighborhood","Condition.1","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Roof.Style","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","Bsmt.Unf.SF","Total.Bsmt.SF","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Gr.Liv.Area","Bedroom.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Fence","SalePrice","Porch.SF","Tot.Bath","House.Age"
"20","RL",67,16285,"No alley","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No",1413,1413,"Ex","Y","SBrkr",1430,0,1430,3,"Other",6,"Typ",0,"No fireplace","Attchd","RFn","2","605","TA","TA","Y",0,"No fence",187100,33,2,7
"20","RL",65,10739,"No alley","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","Other",68,"Other","TA","PConc","Gd","TA","No",172,1431,"Ex","Y","SBrkr",1444,0,1444,3,"Other",6,"Typ",0,"No fireplace","Attchd","RFn","2","577","TA","TA","Y",144,"No fence",203000,40,3,8
"20","RL",60,8430,"No alley","Reg","Other","Inside","Other","CollgCr","Norm","1Fam","1Story",5,5,"Gable","HdBoard","HdBoard","Other",136,"TA","TA","CBlock","Gd","TA","No",424,1040,"TA","Y","SBrkr",1040,0,1040,3,"TA",5,"Typ",0,"No fireplace","Other","Other","Other","No garage","Other","Other","Y",0,"No fence",124000,0,2,31
"20","RL",0,16269,"No alley","Other","Lvl","Other","Gtl","CollgCr","Norm","1Fam","1Story",5,5,"Gable","MetalSd","MetalSd","Other",76,"TA","TA","Other","Gd","TA","Other",282,907,"TA","Y","SBrkr",907,0,907,3,"TA",5,"Typ",0,"No fireplace","Attchd","Unf","Other","343","TA","TA","Y",72,"Other",140000,0,1,31
"20","RL",76,6950,"No alley","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",5,7,"Gable","HdBoard","HdBoard","Other",40,"TA","TA","CBlock","TA","TA","No",132,914,"TA","Y","SBrkr",914,0,914,2,"TA",5,"Typ",0,"No fireplace","Attchd","Unf","2","444","TA","TA","Y",0,"No fence",134900,0,2,30
"20","RL",61,8800,"No alley","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",5,7,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Other",364,1040,"TA","Y","SBrkr",1040,0,1040,3,"Other",5,"Typ",0,"No fireplace","Other","Unf","2","484","TA","TA","Y",0,"No fence",150500,288,2,1
"20","RL",0,7000,"No alley","Other","Lvl","Other","Gtl","CollgCr","Norm","1Fam","1Story",5,8,"Gable","VinylSd","VinylSd","Other",90,"Other","Other","CBlock","TA","TA","No",218,864,"Ex","Y","SBrkr",864,0,864,3,"TA",6,"Typ",0,"No fireplace","Attchd","Unf","Other","336","TA","TA","Y",0,"Other",136500,0,2,4
"20","RL",0,9286,"No alley","Other","Lvl","Other","Other","CollgCr","Norm","1Fam","1Story",5,7,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","Gd","Other","Other",1072,1268,"TA","Y","SBrkr",1268,0,1268,3,"Other",5,"Typ",0,"No fireplace","Other","Unf","Other","252","TA","TA","Y",173,"No fence",143500,0,1.5,20
"20","RL",36,15523,"No alley","Other","Lvl","Other","Gtl","CollgCr","Norm","1Fam","1Story",5,6,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","Other",404,864,"Ex","Y","SBrkr",864,0,864,3,"TA",5,"Typ",1,"Other","Attchd","Unf","Other","338","TA","TA","Y",0,"No fence",133500,0,2,37
"20","RL",60,7200,"No alley","Reg","Other","Inside","Gtl","CollgCr","Norm","1Fam","1Story",5,5,"Other","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Other",117,894,"TA","Y","SBrkr",894,0,894,2,"TA",6,"Typ",0,"No fireplace","Other","RFn","2","600","TA","TA","Y",215,"No fence",123000,0,1,37
"85","RL",60,7200,"No alley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",5,8,"Gable","WdShing","HdBoard","None",0,"TA","Other","CBlock","Gd","TA","Other",108,768,"Other","Y","SBrkr",768,0,768,2,"TA",5,"Typ",0,"No fireplace","Other","Fin","Other","396","TA","TA","Y",192,"Other",133900,0,1.5,6
"85","RL",70,8445,"No alley","Reg","Lvl","Other","Gtl","CollgCr","Norm","1Fam","Other",5,7,"Gable","HdBoard","Wd Shng","None",0,"TA","TA","CBlock","Gd","TA","Other",112,768,"TA","Y","SBrkr",768,0,768,2,"TA",5,"Typ",0,"No fireplace","Other","Unf","2","396","TA","TA","Y",58,"Other",133000,0,2,2
"20","RL",90,11664,"No alley","Reg","Lvl","Other","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Other","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","Other",335,1569,"Ex","Y","SBrkr",1611,0,1611,3,"Other",6,"Typ",0,"No fireplace","Attchd","RFn","Other","1231","TA","TA","Y",262,"No fence",250000,93,3,7
"60","RL",0,12334,"No alley","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",8,5,"Gable","VinylSd","VinylSd","Other",198,"Other","TA","PConc","Gd","TA","Other",1068,1068,"Ex","Y","SBrkr",1068,1116,2184,4,"Other",8,"Typ",1,"Gd","Other","RFn","2","570","TA","TA","Y",192,"No fence",254750,132,2.5,6
"20","RL",0,11838,"No alley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",8,5,"Other","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","Other",1753,1753,"Ex","Y","SBrkr",1788,0,1788,3,"Other",7,"Typ",1,"TA","Attchd","RFn","2","522","TA","TA","Y",202,"No fence",236500,151,2,8
"60","RL",0,11885,"No alley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",8,5,"Gable","VinylSd","VinylSd","Other",108,"Other","TA","PConc","Gd","TA","Other",309,1299,"Ex","Y","SBrkr",1299,573,1872,3,"Other",7,"Typ",1,"TA","Other","RFn","2","531","TA","TA","Y",160,"No fence",261500,122,3.5,8
"60","RL",0,11050,"No alley","Reg","Lvl","Inside","Gtl","CollgCr","Other","1Fam","Other",9,5,"Other","VinylSd","VinylSd","Other",204,"Other","TA","PConc","Other","TA","Other",536,1440,"Ex","Y","SBrkr",1476,677,2153,3,"Other",8,"Typ",2,"Other","Attchd","Fin","Other","736","TA","TA","Y",253,"No fence",313000,142,3.5,9
"60","RL",70,8749,"No alley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No",840,840,"Ex","Y","SBrkr",840,885,1725,3,"Other",6,"Typ",0,"No fireplace","Attchd","RFn","2","550","TA","TA","Y",0,"No fence",198500,48,2.5,7
"60","RL",0,11250,"No alley","Reg","Lvl","Other","Gtl","CollgCr","Norm","1Fam","Other",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No",944,944,"Ex","Y","SBrkr",944,926,1870,3,"Other",6,"Typ",0,"No fireplace","Attchd","RFn","2","608","TA","TA","Y",256,"No fence",211000,43,2.5,8
"20","RL",90,15750,"No alley","Reg","Lvl","Other","Gtl","CollgCr","Other","1Fam","1Story",8,5,"Gable","VinylSd","VinylSd","Other",260,"Other","TA","PConc","Gd","TA","Other",216,1462,"Ex","Y","SBrkr",1513,0,1513,2,"Other",5,"Typ",1,"TA","Attchd","Fin","2","521","TA","TA","Y",135,"No fence",220000,34,3,9
"20","RL",73,11883,"No alley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Other","VinylSd","VinylSd","Other",196,"Other","TA","PConc","Gd","TA","Other",814,1504,"Ex","Y","SBrkr",1504,0,1504,3,"Other",6,"Typ",1,"TA","Attchd","Fin","2","478","TA","TA","Y",115,"No fence",203000,66,3,13
"20","RL",0,12782,"No alley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",8,5,"Other","HdBoard","HdBoard","Other",164,"Other","TA","PConc","Other","TA","Other",462,1822,"Ex","Y","SBrkr",1828,0,1828,3,"Other",7,"Typ",1,"Gd","Attchd","Fin","2","523","TA","TA","Y",194,"No fence",279500,144,3,6
"20","RL",70,8750,"No alley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","Other",209,"Other","TA","PConc","Gd","TA","Other",306,1417,"Ex","Y","SBrkr",1417,0,1417,3,"Other",7,"Typ",1,"TA","Attchd","Unf","2","511","TA","TA","Y",60,"No fence",210000,117,3,11
"60","RL",0,9375,"No alley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",7,5,"Gable","VinylSd","VinylSd","Other",573,"TA","TA","PConc","Gd","TA","No",318,1057,"Ex","Y","SBrkr",1057,977,2034,3,"Other",8,"Typ",0,"No fireplace","Attchd","RFn","2","645","TA","TA","Y",576,"Other",219500,36,3.5,11
"60","RL",70,8750,"No alley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No",880,880,"Ex","Y","SBrkr",909,807,1716,2,"Other",7,"Typ",1,"TA","Attchd","RFn","2","512","TA","TA","Y",0,"No fence",191000,120,2.5,13
"20","RL",70,9100,"No alley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No",1212,1212,"Ex","Y","SBrkr",1212,0,1212,3,"Other",6,"Typ",0,"No fireplace","Attchd","RFn","2","573","TA","TA","Y",356,"No fence",178000,0,2,8
"20","RL",75,9750,"No alley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","Other",171,"Other","TA","PConc","Gd","TA","No",1630,1630,"Ex","Y","SBrkr",1630,0,1630,3,"Other",6,"Typ",1,"TA","Attchd","Unf","2","451","TA","TA","Y",74,"No fence",213000,234,2,8
"120","Other",0,4435,"No alley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","Other","1Story",6,5,"Gable","VinylSd","VinylSd","Other",170,"Other","TA","PConc","Gd","TA","Other",163,848,"Ex","Y","SBrkr",848,0,848,1,"Other",4,"Typ",0,"No fireplace","Attchd","Fin","2","420","TA","TA","Y",140,"No fence",144000,0,2,5
"120","Other",0,4435,"No alley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","Other","1Story",6,5,"Gable","VinylSd","VinylSd","Other",170,"Other","TA","PConc","Gd","TA","Other",163,848,"Ex","Y","SBrkr",848,0,848,1,"Other",4,"Typ",0,"No fireplace","Attchd","Fin","2","420","TA","TA","Y",140,"No fence",140000,0,2,6
"20","RL",85,10200,"No alley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",8,5,"Gable","VinylSd","VinylSd","Other",180,"Other","TA","PConc","Gd","TA","Other",100,1578,"Ex","Y","SBrkr",1602,0,1602,3,"Other",7,"Typ",1,"Gd","Attchd","RFn","Other","810","TA","TA","Y",0,"No fence",293200,243,3,2
"60","RL",65,9313,"No alley","Other","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","Other",7,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No",864,864,"Ex","Y","SBrkr",864,864,1728,3,"Other",7,"Typ",0,"No fireplace","Attchd","RFn","2","572","TA","TA","Y",187,"No fence",190000,56,2.5,5
"20","RL",63,8487,"No alley","Reg","Lvl","Other","Gtl","CollgCr","Norm","1Fam","1Story",7,5,"Gable","VinylSd","VinylSd","Other",210,"Other","TA","PConc","Gd","TA","Other",1480,1500,"Ex","Y","SBrkr",1500,0,1500,3,"Other",6,"Typ",0,"No fireplace","Attchd","RFn","2","570","TA","TA","Y",192,"No fence",190000,36,2,5
"60","RL",64,8633,"No alley","Reg","Lvl","Other","Gtl","CollgCr","Norm","1Fam","Other",6,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No",545,738,"Ex","Y","SBrkr",738,738,1476,3,"Other",7,"Typ",0,"No fireplace","Attchd","Fin","2","540","TA","TA","Y",100,"No fence",173500,35,3.5,4
"60","RL",85,11069,"No alley","Reg","Lvl","Other","Gtl","CollgCr","Norm","1Fam","Other",6,5,"Gable","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No",608,608,"Ex","Y","SBrkr",608,788,1396,3,"Other",6,"Typ",1,"Gd","Other","Fin","2","440","TA","TA","Y",100,"No fence",170000,36,2.5,2
"20","RL",67,8777,"No alley","Reg","Lvl","Inside","Gtl","Edwards","Other","1Fam","1Story",4,5,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Other","Other","Other",0,0,"Ex","Y","SBrkr",1126,0,1126,2,"Other",5,"Typ",0,"No fireplace","Other","Fin","2","520","TA","TA","Other",0,"Other",108000,96,2,6
"20","RL",75,9937,"No alley","Reg","Lvl","Other","Gtl","Edwards","Norm","1Fam","1Story",5,7,"Other","MetalSd","MetalSd","None",0,"TA","Other","PConc","TA","TA","No",849,1486,"Ex","Y","SBrkr",1486,0,1486,3,"TA",7,"Typ",0,"No fireplace","Other","Fin","2","480","TA","TA","Y",0,"Other",167000,0,2,10
"20","RL",67,8877,"No alley","Reg","Lvl","Inside","Other","Edwards","Norm","1Fam","1Story",4,6,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Other",126,816,"Ex","Y","SBrkr",816,0,816,2,"TA",3,"Typ",1,"Gd","Other","Unf","Other","288","Other","Other","Y",0,"No fence",100000,0,2,51
"85","RL",64,7301,"No alley","Reg","Lvl","Other","Gtl","Edwards","Norm","1Fam","Other",7,5,"Gable","HdBoard","HdBoard","Other",500,"Other","TA","Other","Other","Other","Other",0,0,"Ex","Y","SBrkr",495,1427,1922,4,"Other",7,"Typ",1,"Other","Other","RFn","2","672","TA","TA","Y",0,"No fence",198500,177,3,6
"60","RL",75,7950,"No alley","Other","Other","Other","Gtl","Edwards","Norm","1Fam","Other",6,6,"Other","HdBoard","Plywood","Other",140,"TA","TA","CBlock","TA","TA","No",155,690,"TA","Y","SBrkr",698,728,1426,3,"TA",6,"Typ",0,"No fireplace","Attchd","Fin","2","440","TA","TA","Y",252,"Other",159500,0,1.5,32
"20","RL",80,10682,"No alley","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",4,6,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No",615,1014,"TA","Y","SBrkr",1149,0,1149,3,"TA",7,"Other",0,"No fireplace","Other","Fin","Other","544","TA","TA","Y",0,"Other",127000,240,2,38
"20","RL",86,13286,"No alley","Other","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",9,5,"Other","CemntBd","CmentBd","Other",340,"Other","TA","PConc","Other","TA","No",464,1698,"Ex","Y","SBrkr",1698,0,1698,3,"Other",8,"Typ",1,"Gd","Attchd","Fin","Other","768","TA","TA","Y",327,"No fence",320000,64,3,1
"180","Other",35,3675,"No alley","Reg","Lvl","Inside","Gtl","Edwards","Norm","Other","Other",6,5,"Gable","VinylSd","VinylSd","Other",80,"TA","TA","Other","Gd","TA","Other",0,547,"Other","Y","SBrkr",1072,0,1072,2,"TA",5,"Typ",0,"No fireplace","Other","Fin","2","525","TA","TA","Y",0,"No fence",145500,28,2,3
"20","RL",50,9405,"No alley","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",5,9,"Other","VinylSd","VinylSd","None",0,"TA","Other","CBlock","TA","TA","No",698,698,"Ex","Y","SBrkr",698,0,698,2,"TA",4,"Typ",0,"No fireplace","Other","Other","Other","No garage","Other","Other","Y",0,"No fence",118000,200,1.5,1
"20","RL",64,6410,"No alley","Reg","Other","Inside","Other","Edwards","Norm","1Fam","1Story",4,5,"Gable","AsbShng","AsbShng","None",0,"TA","TA","CBlock","TA","TA","No",301,876,"TA","Y","Other",876,0,876,3,"TA",5,"Typ",0,"No fireplace","Other","Unf","Other","320","TA","TA","Y",0,"Other",85000,0,1,50
"20","RL",70,11767,"No alley","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",5,5,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Other","TA","Other",0,1078,"TA","Y","Other",1368,0,1368,3,"TA",6,"Other",0,"No fireplace","Attchd","RFn","Other","195","TA","TA","Y",0,"No fence",120000,252,2,59
"50","RL",50,8405,"No alley","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","Other",4,3,"Gable","WdShing","Wd Shng","None",0,"TA","TA","Other","Other","Other","Other",0,0,"TA","Other","Other",1088,441,1529,4,"TA",9,"Other",0,"No fireplace","Other","Unf","Other","240","TA","TA","Other",92,"No fence",98000,185,2,59
"30","RL",56,4060,"No alley","Reg","Lvl","Other","Gtl","Edwards","Other","1Fam","1Story",5,8,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Other","TA","No",864,864,"Ex","Y","SBrkr",864,0,864,2,"TA",4,"Typ",0,"No fireplace","Other","Other","Other","No garage","Other","Other","Y",0,"No fence",99900,96,1,59
"20","RL",74,10206,"No alley","Reg","Lvl","Other","Gtl","Edwards","Norm","1Fam","1Story",3,3,"Other","Other","Brk Cmn","None",0,"TA","TA","Other","Other","Other","Other",0,0,"Other","Other","Other",944,0,944,2,"Other",4,"Other",0,"No fireplace","Other","Unf","2","528","TA","Other","Y",0,"No fence",82000,0,1,57
"90","RL",65,10926,"No alley","Reg","Lvl","Inside","Gtl","Edwards","Norm","Other","1Story",5,5,"Other","VinylSd","VinylSd","Other",74,"TA","TA","CBlock","TA","TA","No",1678,1678,"TA","Y","SBrkr",1678,0,1678,6,"TA",10,"Typ",0,"No fireplace","Other","Other","Other","No garage","Other","Other","Y",0,"No fence",119900,0,2,50
"20","RL",70,11767,"No alley","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1Story",5,5,"Other","HdBoard","HdBoard","Other",259,"TA","TA","CBlock","TA","TA","No",604,1150,"Ex","Y","SBrkr",1560,0,1560,2,"TA",7,"Other",1,"TA","Attchd","Unf","Other","313","TA","TA","Y",0,"No fence",103500,0,1,53
"50","RL",67,12354,"Other","Reg","Lvl","Other","Gtl","Edwards","Norm","1Fam","Other",6,8,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","TA","Other","Other",684,684,"Other","Y","SBrkr",684,512,1196,3,"Other",7,"Typ",0,"No fireplace","Other","Unf","2","528","TA","TA","Y",0,"Other",110000,46,1,9
"50","RL",45,8212,"Other","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","Other",5,6,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No",94,720,"Ex","Y","SBrkr",854,444,1298,3,"TA",6,"Typ",2,"Gd","Other","Unf","Other","256","TA","TA","Y",84,"No fence",122000,0,1,59
"50","RL",60,10998,"Other","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","Other",5,5,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No",156,984,"Ex","Y","SBrkr",984,620,1604,3,"TA",6,"Other",0,"No fireplace","Other","Unf","2","660","TA","TA","Y",0,"No fence",117000,68,2,49
"30","RL",60,8400,"No alley","Reg","Other","Inside","Gtl","SWISU","Norm","1Fam","1Story",2,5,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","Other","No",0,290,"TA","Other","Other",438,0,438,1,"Other",3,"Typ",0,"No fireplace","Other","Unf","Other","246","TA","TA","Other",0,"No fence",60000,0,1,59
"50","RL",60,9900,"No alley","Reg","Lvl","Inside","Gtl","SWISU","Norm","1Fam","Other",6,7,"Gable","VinylSd","VinylSd","None",0,"TA","TA","Other","TA","TA","No",778,778,"TA","Y","SBrkr",944,545,1489,3,"TA",7,"Typ",1,"Gd","Other","Unf","Other","240","TA","TA","Y",335,"Other",139500,0,2,59
"75","RL",102,15863,"No alley","Reg","Lvl","Other","Gtl","SWISU","Norm","1Fam","Other",7,3,"Gable","Wd Sdng","Plywood","None",0,"TA","TA","Other","TA","TA","No",301,824,"Ex","Y","SBrkr",1687,998,3082,5,"TA",12,"Typ",2,"TA","Other","Fin","2","672","TA","TA","Y",136,"No fence",197000,63,3.5,39
"70","RL",43,5707,"No alley","Reg","Other","Inside","Gtl","SWISU","Other","1Fam","Other",6,6,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","TA","TA","No",583,583,"Other","Y","Other",647,595,1242,3,"TA",6,"Typ",1,"Gd","Other","Unf","Other","180","Other","TA","Y",329,"No fence",105000,96,1.5,59
"50","RL",65,7804,"No alley","Reg","Lvl","Inside","Gtl","SWISU","Norm","1Fam","Other",4,3,"Gable","WdShing","Plywood","None",0,"TA","TA","Other","TA","TA","No",500,1122,"TA","Y","SBrkr",1328,653,1981,4,"Other",7,"Other",2,"TA","Other","Unf","2","576","TA","TA","Y",431,"Other",135000,44,3,59
"30","RL",64,8574,"No alley","Reg","Lvl","Inside","Gtl","Crawfor","Norm","1Fam","1Story",6,8,"Gable","Stucco","Stucco","None",0,"Other","TA","Other","TA","TA","No",816,816,"Ex","Y","SBrkr",1232,0,1232,3,"Other",6,"Typ",1,"Gd","Other","Unf","2","440","TA","TA","Y",0,"No fence",147500,180,1,9
"50","RL",51,6171,"No alley","Reg","Lvl","Inside","Gtl","SWISU","Norm","1Fam","Other",6,6,"Gable","WdShing","Wd Shng","None",0,"TA","TA","Other","TA","TA","No",712,976,"Ex","Y","SBrkr",1160,448,1608,3,"Other",7,"Typ",1,"Gd","Other","Unf","Other","216","Other","TA","Y",147,"Other",137450,16,2.5,19
"70","RL",60,7200,"No alley","Reg","Lvl","Inside","Gtl","SWISU","Other","1Fam","Other",7,9,"Gable","Wd Sdng","Wd Sdng","None",0,"Other","Other","PConc","Gd","Other","No",0,560,"Ex","Y","SBrkr",575,560,1135,3,"Other",6,"Typ",0,"No fireplace","Other","RFn","2","576","TA","TA","Y",256,"Other",155000,0,2,2
"50","RL",57,7558,"No alley","Reg","Other","Inside","Gtl","Crawfor","Norm","1Fam","Other",6,6,"Gable","BrkFace","Other","None",0,"TA","TA","Other","TA","TA","No",896,896,"Other","Y","SBrkr",1172,741,1913,3,"TA",9,"Typ",1,"TA","Other","Unf","2","342","Other","Other","Y",0,"No fence",177000,0,1.5,59
"50","RL",52,6292,"No alley","Reg","Lvl","Inside","Gtl","SWISU","Norm","1Fam","Other",7,7,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","TA","TA","No",861,861,"Other","Y","SBrkr",877,600,1477,3,"TA",6,"Typ",1,"Gd","Other","Unf","Other","216","TA","TA","Y",0,"No fence",145000,50,2.5,59
"70","RL",53,7155,"No alley","Reg","Lvl","Inside","Gtl","Crawfor","Norm","1Fam","Other",7,8,"Other","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","TA","Other","Other",600,600,"Ex","Y","SBrkr",628,600,1228,3,"TA",6,"Typ",1,"Gd","Other","Unf","Other","215","Other","TA","Y",0,"Other",137000,308,1,19
"70","RL",53,10918,"No alley","Reg","Lvl","Inside","Gtl","Crawfor","Norm","1Fam","Other",7,9,"Other","MetalSd","MetalSd","None",0,"Other","TA","Other","Gd","TA","No",1276,1276,"Ex","Y","SBrkr",1276,804,2080,3,"Other",9,"Typ",2,"Gd","Other","Unf","Other","282","TA","TA","Y",0,"Other",234000,145,1.5,5
"50","RL",60,13680,"No alley","Reg","Other","Inside","Other","Crawfor","Norm","1Fam","Other",5,6,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No",112,840,"Ex","Y","SBrkr",840,727,1567,2,"TA",6,"Other",2,"TA","Other","Unf","2","440","TA","TA","Y",0,"Other",205000,171,2.5,59
"70","RL",0,7500,"No alley","Other","Other","Inside","Gtl","Crawfor","Norm","1Fam","Other",6,7,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No",224,771,"Other","Y","SBrkr",753,741,1494,3,"Other",7,"Typ",2,"Gd","Attchd","Unf","Other","213","TA","TA","Other",0,"No fence",177500,224,1,59
"50","RL",130,9600,"No alley","Other","Other","Inside","Gtl","Crawfor","Norm","1Fam","Other",5,7,"Gable","MetalSd","MetalSd","None",0,"Other","Other","Other","TA","Other","No",300,728,"Ex","Y","SBrkr",976,332,1308,2,"TA",7,"Other",2,"TA","Other","Unf","Other","256","TA","TA","Y",0,"No fence",160000,70,2.5,59
"20","RL",80,14680,"Other","Other","Other","Inside","Gtl","Crawfor","Norm","1Fam","1Story",5,4,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No",480,1273,"Ex","Y","SBrkr",1273,0,1273,2,"TA",5,"Typ",0,"No fireplace","Attchd","Unf","Other","307","TA","TA","Y",483,"Other",155000,115,1,49
"30","RL",80,13360,"Other","Other","Other","Inside","Gtl","Crawfor","Norm","1Fam","1Story",5,7,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","Other","Other","Gd","TA","No",163,876,"Ex","Y","SBrkr",964,0,964,2,"TA",5,"Typ",0,"No fireplace","Other","Unf","2","432","TA","TA","Y",0,"No fence",163500,44,2,3
"50","RL",54,7681,"No alley","Other","Lvl","Other","Gtl","Crawfor","Norm","1Fam","Other",5,6,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","TA","TA","No",731,731,"Ex","Y","SBrkr",820,523,1343,3,"TA",7,"Typ",1,"Gd","Other","Unf","Other","186","Other","TA","Y",192,"No fence",154900,102,1.5,59
"90","RL",0,8145,"No alley","Other","Other","Other","Gtl","Crawfor","Norm","Other","Other",7,6,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","TA","TA","No",674,920,"Ex","Y","SBrkr",1240,1240,2480,5,"TA",13,"Typ",2,"Gd","Other","Unf","2","400","TA","TA","Y",0,"No fence",205000,57,2.5,59
"70","RL",75,12000,"No alley","Reg","Other","Inside","Gtl","Crawfor","Norm","1Fam","Other",7,7,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No",429,704,"Ex","Y","SBrkr",860,704,1564,3,"Other",7,"Typ",1,"Gd","Attchd","Unf","Other","234","TA","TA","Y",0,"No fence",174500,0,1.5,59
