"","pclass","survived","name","sex","age","sibsp","parch","ticket","fare","cabin","embarked"
"1413",3,0,"Vovk, Mr. Janko","male",22,0,0,"349252",7.8958,"","S"
"1414",3,0,"Lahoud, Mr. Sarkis","male",NA,0,0,"2624",7.225,"","C"
"1415",1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)","female",44,0,1,"111361",57.9792,"B18","C"
"1416",3,0,"Kassem, Mr. Fared","male",NA,0,0,"2700",7.2292,"","C"
"1417",3,0,"Farrell, Mr. James","male",40.5,0,0,"367232",7.75,"","Q"
"1418",2,1,"Ridsdale, Miss. Lucy","female",50,0,0,"W./C. 14258",10.5,"","S"
"1419",1,0,"Farthing, Mr. John","male",NA,0,0,"PC 17483",221.7792,"C95","S"
"1420",3,0,"Salonen, Mr. Johan Werner","male",39,0,0,"3101296",7.925,"","S"
"1421",2,0,"Hocking, Mr. Richard George","male",23,2,1,"29104",11.5,"","S"
"1422",2,1,"Quick, Miss. Phyllis May","female",2,1,1,"26360",26,"","S"
"1423",3,0,"Toufik, Mr. Nakli","male",NA,0,0,"2641",7.2292,"","C"
"1424",3,0,"Elias, Mr. Joseph Jr","male",17,1,1,"2690",7.2292,"","C"
"1425",3,1,"Peter, Mrs. Catherine (Catherine Rizk)","female",NA,0,2,"2668",22.3583,"","C"
"1426",3,0,"Cacic, Miss. Marija","female",30,0,0,"315084",8.6625,"","S"
"1427",2,1,"Hart, Miss. Eva Miriam","female",7,0,2,"F.C.C. 13529",26.25,"","S"
"1428",1,0,"Butt, Major. Archibald Willingham","male",45,0,0,"113050",26.55,"B38","S"
"1429",1,1,"LeRoy, Miss. Bertha","female",30,0,0,"PC 17761",106.425,"","C"
"1430",3,0,"Risien, Mr. Samuel Beard","male",NA,0,0,"364498",14.5,"","S"
"1431",1,1,"Frolicher, Miss. Hedwig Margaritha","female",22,0,2,"13568",49.5,"B39","C"
"1432",1,1,"Crosby, Miss. Harriet R","female",36,0,2,"WE/P 5735",71,"B22","S"
"1433",3,0,"Andersson, Miss. Ingeborg Constanzia","female",9,4,2,"347082",31.275,"","S"
"1434",3,0,"Andersson, Miss. Sigrid Elisabeth","female",11,4,2,"347082",31.275,"","S"
"1435",2,1,"Beane, Mr. Edward","male",32,1,0,"2908",26,"","S"
"1436",1,0,"Douglas, Mr. Walter Donald","male",50,1,0,"PC 17761",106.425,"C86","C"
"1437",1,0,"Nicholson, Mr. Arthur Ernest","male",64,0,0,"693",26,"","S"
"1438",2,1,"Beane, Mrs. Edward (Ethel Clarke)","female",19,1,0,"2908",26,"","S"
"1439",2,1,"Padro y Manent, Mr. Julian","male",NA,0,0,"SC/PARIS 2146",13.8625,"","C"
"1440",3,0,"Goldsmith, Mr. Frank John","male",33,1,1,"363291",20.525,"","S"
"1441",2,1,"Davies, Master. John Morgan Jr","male",8,1,1,"C.A. 33112",36.75,"","S"
"1442",1,1,"Thayer, Mr. John Borland Jr","male",17,0,2,"17421",110.8833,"C70","C"
"1443",2,0,"Sharp, Mr. Percival James R","male",27,0,0,"244358",26,"","S"
"1444",3,0,"O'Brien, Mr. Timothy","male",NA,0,0,"330979",7.8292,"","Q"
"1445",3,1,"Leeni, Mr. Fahim (""Philip Zenni"")","male",22,0,0,"2620",7.225,"","C"
"1446",3,1,"Ohman, Miss. Velin","female",22,0,0,"347085",7.775,"","S"
"1447",1,0,"Wright, Mr. George","male",62,0,0,"113807",26.55,"","S"
"1448",1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")","female",48,1,0,"11755",39.6,"A16","C"
"1449",1,0,"Robbins, Mr. Victor","male",NA,0,0,"PC 17757",227.525,"","C"
"1450",1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)","female",39,1,1,"110413",79.65,"E67","S"
"1451",3,1,"de Messemaeker, Mrs. Guillaume Joseph (Emma)","female",36,1,0,"345572",17.4,"","S"
"1452",3,0,"Morrow, Mr. Thomas Rowan","male",NA,0,0,"372622",7.75,"","Q"
"1453",3,0,"Sivic, Mr. Husein","male",40,0,0,"349251",7.8958,"","S"
"1454",2,0,"Norman, Mr. Robert Douglas","male",28,0,0,"218629",13.5,"","S"
"1455",3,0,"Simmons, Mr. John","male",NA,0,0,"SOTON/OQ 392082",8.05,"","S"
"1456",3,0,"Meanwell, Miss. (Marion Ogden)","female",NA,0,0,"SOTON/O.Q. 392087",8.05,"","S"
"1457",3,0,"Davies, Mr. Alfred J","male",24,2,0,"A/4 48871",24.15,"","S"
"1458",3,0,"Stoytcheff, Mr. Ilia","male",19,0,0,"349205",7.8958,"","S"
"1459",3,0,"Palsson, Mrs. Nils (Alma Cornelia Berglund)","female",29,0,4,"349909",21.075,"","S"
"1460",3,0,"Doharr, Mr. Tannous","male",NA,0,0,"2686",7.2292,"","C"
"1461",3,1,"Jonsson, Mr. Carl","male",32,0,0,"350417",7.8542,"","S"
"1462",2,1,"Harris, Mr. George","male",62,0,0,"S.W./PP 752",10.5,"","S"
"1463",1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)","female",53,2,0,"11769",51.4792,"C101","S"
"1464",1,1,"Flynn, Mr. John Irwin (""Irving"")","male",36,0,0,"PC 17474",26.3875,"E25","S"
"1465",3,1,"Kelly, Miss. Mary","female",NA,0,0,"14312",7.75,"","Q"
"1466",3,0,"Rush, Mr. Alfred George John","male",16,0,0,"A/4. 20589",8.05,"","S"
"1467",3,0,"Patchett, Mr. George","male",19,0,0,"358585",14.5,"","S"
"1468",2,1,"Garside, Miss. Ethel","female",34,0,0,"243880",13,"","S"
"1469",1,1,"Silvey, Mrs. William Baird (Alice Munger)","female",39,1,0,"13507",55.9,"E44","S"
"1470",3,0,"Caram, Mrs. Joseph (Maria Elias)","female",NA,1,0,"2689",14.4583,"","C"
"1471",3,1,"Jussila, Mr. Eiriik","male",32,0,0,"STON/O 2. 3101286",7.925,"","S"
"1472",2,1,"Christy, Miss. Julie Rachel","female",25,1,1,"237789",30,"","S"
"1473",1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)","female",39,1,1,"17421",110.8833,"C68","C"
"1474",2,0,"Downton, Mr. William James","male",54,0,0,"28403",26,"","S"
"1475",1,0,"Ross, Mr. John Hugo","male",36,0,0,"13049",40.125,"A10","C"
"1476",3,0,"Paulner, Mr. Uscher","male",NA,0,0,"3411",8.7125,"","C"
"1477",1,1,"Taussig, Miss. Ruth","female",18,0,2,"110413",79.65,"E68","S"
"1478",2,0,"Jarvis, Mr. John Denzil","male",47,0,0,"237565",15,"","S"
"1479",1,1,"Frolicher-Stehli, Mr. Maxmillian","male",60,1,1,"13567",79.2,"B41","C"
"1480",3,0,"Gilinski, Mr. Eliezer","male",22,0,0,"14973",8.05,"","S"
"1481",3,0,"Murdlin, Mr. Joseph","male",NA,0,0,"A./5. 3235",8.05,"","S"
"1482",3,0,"Rintamaki, Mr. Matti","male",35,0,0,"STON/O 2. 3101273",7.125,"","S"
"1483",1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)","female",52,1,0,"36947",78.2667,"D20","C"
"1484",3,0,"Elsbury, Mr. William James","male",47,0,0,"A/5 3902",7.25,"","S"
"1485",3,0,"Bourke, Miss. Mary","female",NA,0,2,"364848",7.75,"","Q"
"1486",2,0,"Chapman, Mr. John Henry","male",37,1,0,"SC/AH 29037",26,"","S"
"1487",3,0,"Van Impe, Mr. Jean Baptiste","male",36,1,1,"345773",24.15,"","S"
"1488",2,1,"Leitch, Miss. Jessie Wills","female",NA,0,0,"248727",33,"","S"
"1489",3,0,"Johnson, Mr. Alfred","male",49,0,0,"LINE",0,"","S"
"1490",3,0,"Boulos, Mr. Hanna","male",NA,0,0,"2664",7.225,"","C"
"1491",1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")","male",49,1,0,"PC 17485",56.9292,"A20","C"
"1492",2,1,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)","female",24,2,1,"243847",27,"","S"
"1493",3,0,"Slabenoff, Mr. Petco","male",NA,0,0,"349214",7.8958,"","S"
"1494",1,0,"Harrington, Mr. Charles H","male",NA,0,0,"113796",42.4,"","S"
"1495",3,0,"Torber, Mr. Ernst William","male",44,0,0,"364511",8.05,"","S"
"1496",1,1,"Homer, Mr. Harry (""Mr E Haven"")","male",35,0,0,"111426",26.55,"","C"
"1497",3,0,"Lindell, Mr. Edvard Bengtsson","male",36,1,0,"349910",15.55,"","S"
"1498",3,0,"Karaic, Mr. Milan","male",30,0,0,"349246",7.8958,"","S"
"1499",1,1,"Daniel, Mr. Robert Williams","male",27,0,0,"113804",30.5,"","S"
"1500",2,1,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)","female",22,1,2,"SC/Paris 2123",41.5792,"","C"
"1501",1,1,"Shutes, Miss. Elizabeth W","female",40,0,0,"PC 17582",153.4625,"C125","S"
"1502",3,0,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)","female",39,1,5,"347082",31.275,"","S"
"1503",3,0,"Jardin, Mr. Jose Neto","male",NA,0,0,"SOTON/O.Q. 3101305",7.05,"","S"
"1504",3,1,"Murphy, Miss. Margaret Jane","female",NA,1,0,"367230",15.5,"","Q"
"1505",3,0,"Horgan, Mr. John","male",NA,0,0,"370377",7.75,"","Q"
"1506",3,0,"Brocklebank, Mr. William Alfred","male",35,0,0,"364512",8.05,"","S"
"1507",2,1,"Herman, Miss. Alice","female",24,1,2,"220845",65,"","S"
"1508",3,0,"Danbom, Mr. Ernst Gilbert","male",34,1,1,"347080",14.4,"","S"
"1509",3,0,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)","female",26,1,0,"A/5. 3336",16.1,"","S"
"1510",2,1,"Becker, Miss. Marion Louise","female",4,2,1,"230136",39,"F4","S"
"1511",2,0,"Gavey, Mr. Lawrence","male",26,0,0,"31028",10.5,"","S"
"1512",3,0,"Yasbeck, Mr. Antoni","male",27,1,0,"2659",14.4542,"","C"
"1513",1,1,"Kimball, Mr. Edwin Nelson Jr","male",42,1,0,"11753",52.5542,"D19","S"
"1514",3,1,"Nakid, Mr. Sahid","male",20,1,1,"2653",15.7417,"","C"
"1515",3,0,"Hansen, Mr. Henry Damsgaard","male",21,0,0,"350029",7.8542,"","S"
"1516",3,0,"Bowen, Mr. David John ""Dai""","male",21,0,0,"54636",16.1,"","S"
"1517",1,0,"Sutton, Mr. Frederick","male",61,0,0,"36963",32.3208,"D50","S"
"1518",2,0,"Kirkland, Rev. Charles Leonard","male",57,0,0,"219533",12.35,"","Q"
"1519",1,1,"Longley, Miss. Gretchen Fiske","female",21,0,0,"13502",77.9583,"D9","S"
"1520",3,0,"Bostandyeff, Mr. Guentcho","male",26,0,0,"349224",7.8958,"","S"
"1521",3,0,"O'Connell, Mr. Patrick D","male",NA,0,0,"334912",7.7333,"","Q"
"1522",1,1,"Barkworth, Mr. Algernon Henry Wilson","male",80,0,0,"27042",30,"A23","S"
"1523",3,0,"Lundahl, Mr. Johan Svensson","male",51,0,0,"347743",7.0542,"","S"
"1524",1,1,"Stahelin-Maeglin, Dr. Max","male",32,0,0,"13214",30.5,"B50","C"
"1525",1,0,"Parr, Mr. William Henry Marsh","male",NA,0,0,"112052",0,"","S"
"1526",3,0,"Skoog, Miss. Mabel","female",9,3,2,"347088",27.9,"","S"
"1527",2,1,"Davis, Miss. Mary","female",28,0,0,"237668",13,"","S"
"1528",3,0,"Leinonen, Mr. Antti Gustaf","male",32,0,0,"STON/O 2. 3101292",7.925,"","S"
"1529",2,0,"Collyer, Mr. Harvey","male",31,1,1,"C.A. 31921",26.25,"","S"
"1530",3,0,"Panula, Mrs. Juha (Maria Emilia Ojala)","female",41,0,5,"3101295",39.6875,"","S"
"1531",3,0,"Thorneycroft, Mr. Percival","male",NA,1,0,"376564",16.1,"","S"
"1532",3,0,"Jensen, Mr. Hans Peder","male",20,0,0,"350050",7.8542,"","S"
"1533",1,1,"Sagesser, Mlle. Emma","female",24,0,0,"PC 17477",69.3,"B35","C"
"1534",3,0,"Skoog, Miss. Margit Elizabeth","female",2,3,2,"347088",27.9,"","S"
"1535",3,1,"Foo, Mr. Choong","male",NA,0,0,"1601",56.4958,"","S"
"1536",3,1,"Baclini, Miss. Eugenie","female",0.75,2,1,"2666",19.2583,"","C"
"1537",1,1,"Harper, Mr. Henry Sleeper","male",48,1,0,"PC 17572",76.7292,"D33","C"
"1538",3,0,"Cor, Mr. Liudevit","male",19,0,0,"349231",7.8958,"","S"
"1539",1,1,"Simonius-Blumer, Col. Oberst Alfons","male",56,0,0,"13213",35.5,"A26","C"
"1540",3,0,"Willey, Mr. Edward","male",NA,0,0,"S.O./P.P. 751",7.55,"","S"
"1541",3,1,"Stanley, Miss. Amy Zillah Elsie","female",23,0,0,"CA. 2314",7.55,"","S"
"1542",3,0,"Mitkoff, Mr. Mito","male",NA,0,0,"349221",7.8958,"","S"
"1543",2,1,"Doling, Miss. Elsie","female",18,0,1,"231919",23,"","S"
"1544",3,0,"Kalvik, Mr. Johannes Halvorsen","male",21,0,0,"8475",8.4333,"","S"
"1545",3,1,"O'Leary, Miss. Hanora ""Norah""","female",NA,0,0,"330919",7.8292,"","Q"
"1546",3,0,"Hegarty, Miss. Hanora ""Nora""","female",18,0,0,"365226",6.75,"","Q"
"1547",2,0,"Hickman, Mr. Leonard Mark","male",24,2,0,"S.O.C. 14879",73.5,"","S"
"1548",3,0,"Radeff, Mr. Alexander","male",NA,0,0,"349223",7.8958,"","S"
"1549",3,0,"Bourke, Mrs. John (Catherine)","female",32,1,1,"364849",15.5,"","Q"
"1550",2,0,"Eitemiller, Mr. George Floyd","male",23,0,0,"29751",13,"","S"
"1551",1,0,"Newell, Mr. Arthur Webster","male",58,0,2,"35273",113.275,"D48","C"
"1552",1,1,"Frauenthal, Dr. Henry William","male",50,2,0,"PC 17611",133.65,"","S"
"1553",3,0,"Badt, Mr. Mohamed","male",40,0,0,"2623",7.225,"","C"
"1554",1,0,"Colley, Mr. Edward Pomeroy","male",47,0,0,"5727",25.5875,"E58","S"
"1555",3,0,"Coleff, Mr. Peju","male",36,0,0,"349210",7.4958,"","S"
"1556",3,1,"Lindqvist, Mr. Eino William","male",20,1,0,"STON/O 2. 3101285",7.925,"","S"
"1557",2,0,"Hickman, Mr. Lewis","male",32,2,0,"S.O.C. 14879",73.5,"","S"
"1558",2,0,"Butler, Mr. Reginald Fenton","male",25,0,0,"234686",13,"","S"
"1559",3,0,"Rommetvedt, Mr. Knud Paust","male",NA,0,0,"312993",7.775,"","S"
"1560",3,0,"Cook, Mr. Jacob","male",43,0,0,"A/5 3536",8.05,"","S"
"1561",1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)","female",NA,1,0,"19996",52,"C126","S"
"1562",2,1,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)","female",40,1,1,"29750",39,"","S"
"1563",1,0,"Davidson, Mr. Thornton","male",31,1,0,"F.C. 12750",52,"B71","S"
"1564",2,0,"Mitchell, Mr. Henry Michael","male",70,0,0,"C.A. 24580",10.5,"","S"
"1565",2,1,"Wilhelms, Mr. Charles","male",31,0,0,"244270",13,"","S"
"1566",2,0,"Watson, Mr. Ennis Hastings","male",NA,0,0,"239856",0,"","S"
"1567",3,0,"Edvardsson, Mr. Gustaf Hjalmar","male",18,0,0,"349912",7.775,"","S"
"1568",3,0,"Sawyer, Mr. Frederick Charles","male",24.5,0,0,"342826",8.05,"","S"
"1569",3,1,"Turja, Miss. Anna Sofia","female",18,0,0,"4138",9.8417,"","S"
"1570",3,0,"Goodwin, Mrs. Frederick (Augusta Tyler)","female",43,1,6,"CA 2144",46.9,"","S"
"1571",1,1,"Cardeza, Mr. Thomas Drake Martinez","male",36,0,1,"PC 17755",512.3292,"B51 B53 B55","C"
"1572",3,0,"Peters, Miss. Katie","female",NA,0,0,"330935",8.1375,"","Q"
"1573",1,1,"Hassab, Mr. Hammad","male",27,0,0,"PC 17572",76.7292,"D49","C"
"1574",3,0,"Olsvigen, Mr. Thor Anderson","male",20,0,0,"6563",9.225,"","S"
"1575",3,0,"Goodwin, Mr. Charles Edward","male",14,5,2,"CA 2144",46.9,"","S"
"1576",2,0,"Brown, Mr. Thomas William Solomon","male",60,1,1,"29750",39,"","S"
"1577",2,0,"Laroche, Mr. Joseph Philippe Lemercier","male",25,1,2,"SC/Paris 2123",41.5792,"","C"
"1578",3,0,"Panula, Mr. Jaako Arnold","male",14,4,1,"3101295",39.6875,"","S"
"1579",3,0,"Dakic, Mr. Branko","male",19,0,0,"349228",10.1708,"","S"
"1580",3,0,"Fischer, Mr. Eberhard Thelander","male",18,0,0,"350036",7.7958,"","S"
"1581",1,1,"Madill, Miss. Georgette Alexandra","female",15,0,1,"24160",211.3375,"B5","S"
"1582",1,1,"Dick, Mr. Albert Adrian","male",31,1,0,"17474",57,"B20","S"
"1583",3,1,"Karun, Miss. Manca","female",4,0,1,"349256",13.4167,"","C"
"1584",3,1,"Lam, Mr. Ali","male",NA,0,0,"1601",56.4958,"","S"
"1585",3,0,"Saad, Mr. Khalil","male",25,0,0,"2672",7.225,"","C"
"1586",1,0,"Weir, Col. John","male",60,0,0,"113800",26.55,"","S"
"1587",2,0,"Chapman, Mr. Charles Henry","male",52,0,0,"248731",13.5,"","S"
"1588",3,0,"Kelly, Mr. James","male",34.5,0,0,"330911",7.8292,"","Q"
"1589",3,1,"Mullens, Miss. Katherine ""Katie""","female",NA,0,0,"35852",7.7333,"","Q"
"1590",1,0,"Thayer, Mr. John Borland","male",49,1,1,"17421",110.8833,"C68","C"
"1591",3,0,"Humblen, Mr. Adolf Mathias Nicolai Olsen","male",42,0,0,"348121",7.65,"F G63","S"
"1592",1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)","female",18,1,0,"PC 17757",227.525,"C62 C64","C"
"1593",1,1,"Silverthorne, Mr. Spencer Victor","male",35,0,0,"PC 17475",26.2875,"E24","S"
"1594",3,0,"Barbara, Miss. Saiide","female",18,0,1,"2691",14.4542,"","C"
"1595",3,0,"Gallagher, Mr. Martin","male",25,0,0,"36864",7.7417,"","Q"
"1596",3,0,"Hansen, Mr. Henrik Juul","male",26,1,0,"350025",7.8542,"","S"
"1597",2,0,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")","male",39,0,0,"250655",26,"","S"
"1598",2,1,"Kelly, Mrs. Florence ""Fannie""","female",45,0,0,"223596",13.5,"","S"
"1599",1,1,"Calderhead, Mr. Edward Pennington","male",42,0,0,"PC 17476",26.2875,"E24","S"
"1600",1,1,"Cleaver, Miss. Alice","female",22,0,0,"113781",151.55,"","S"
"1601",3,1,"Moubarek, Master. Halim Gonios (""William George"")","male",NA,1,1,"2661",15.2458,"","C"
"1602",1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")","female",24,0,0,"PC 17482",49.5042,"C90","C"
"1603",1,0,"Klaber, Mr. Herman","male",NA,0,0,"113028",26.55,"C124","S"
"1604",1,1,"Taylor, Mr. Elmer Zebley","male",48,1,0,"19996",52,"C126","S"
"1605",3,0,"Larsson, Mr. August Viktor","male",29,0,0,"7545",9.4833,"","S"
"1606",2,0,"Greenberg, Mr. Samuel","male",52,0,0,"250647",13,"","S"
"1607",3,0,"Soholt, Mr. Peter Andreas Lauritz Andersen","male",19,0,0,"348124",7.65,"F G73","S"
"1608",1,1,"Endres, Miss. Caroline Louise","female",38,0,0,"PC 17757",227.525,"C45","C"
"1609",2,1,"Troutt, Miss. Edwina Celia ""Winnie""","female",27,0,0,"34218",10.5,"E101","S"
"1610",3,0,"McEvoy, Mr. Michael","male",NA,0,0,"36568",15.5,"","Q"
"1611",3,0,"Johnson, Mr. Malkolm Joackim","male",33,0,0,"347062",7.775,"","S"
"1612",2,1,"Harper, Miss. Annie Jessie ""Nina""","female",6,0,1,"248727",33,"","S"
"1613",3,0,"Jensen, Mr. Svend Lauritz","male",17,1,0,"350048",7.0542,"","S"
"1614",2,0,"Gillespie, Mr. William Henry","male",34,0,0,"12233",13,"","S"
"1615",2,0,"Hodges, Mr. Henry Price","male",50,0,0,"250643",13,"","S"
"1616",1,1,"Chambers, Mr. Norman Campbell","male",27,1,0,"113806",53.1,"E8","S"
"1617",3,0,"Oreskovic, Mr. Luka","male",20,0,0,"315094",8.6625,"","S"
"1618",2,1,"Renouf, Mrs. Peter Henry (Lillian Jefferys)","female",30,3,0,"31027",21,"","S"
"1619",3,1,"Mannion, Miss. Margareth","female",NA,0,0,"36866",7.7375,"","Q"
"1620",2,0,"Bryhl, Mr. Kurt Arnold Gottfrid","male",25,1,0,"236853",26,"","S"
"1621",3,0,"Ilmakangas, Miss. Pieta Sofia","female",25,1,0,"STON/O2. 3101271",7.925,"","S"
"1622",1,1,"Allen, Miss. Elisabeth Walton","female",29,0,0,"24160",211.3375,"B5","S"
"1623",3,0,"Hassan, Mr. Houssein G N","male",11,0,0,"2699",18.7875,"","C"
"1624",2,0,"Knight, Mr. Robert J","male",NA,0,0,"239855",0,"","S"
"1625",2,0,"Berriman, Mr. William John","male",23,0,0,"28425",13,"","S"
"1626",2,0,"Troupiansky, Mr. Moses Aaron","male",23,0,0,"233639",13,"","S"
"1627",3,0,"Williams, Mr. Leslie","male",28.5,0,0,"54636",16.1,"","S"
"1628",3,0,"Ford, Mrs. Edward (Margaret Ann Watson)","female",48,1,3,"W./C. 6608",34.375,"","S"
"1629",1,1,"Lesurer, Mr. Gustave J","male",35,0,0,"PC 17755",512.3292,"B101","C"
"1630",3,0,"Ivanoff, Mr. Kanio","male",NA,0,0,"349201",7.8958,"","S"
"1631",3,0,"Nankoff, Mr. Minko","male",NA,0,0,"349218",7.8958,"","S"
"1632",1,1,"Hawksford, Mr. Walter James","male",NA,0,0,"16988",30,"D45","S"
"1633",1,0,"Cavendish, Mr. Tyrell William","male",36,1,0,"19877",78.85,"C46","S"
"1634",1,1,"Ryerson, Miss. Susan Parker ""Suzette""","female",21,2,2,"PC 17608",262.375,"B57 B59 B63 B66","C"
"1635",3,0,"McNamee, Mr. Neal","male",24,1,0,"376566",16.1,"","S"
"1636",3,1,"Stranden, Mr. Juho","male",31,0,0,"STON/O 2. 3101288",7.925,"","S"
"1637",1,0,"Crosby, Capt. Edward Gifford","male",70,1,1,"WE/P 5735",71,"B22","S"
"1638",3,0,"Abbott, Mr. Rossmore Edward","male",16,1,1,"C.A. 2673",20.25,"","S"
"1639",2,1,"Sinkkonen, Miss. Anna","female",30,0,0,"250648",13,"","S"
"1640",1,0,"Marvin, Mr. Daniel Warner","male",19,1,0,"113773",53.1,"D30","S"
"1641",3,0,"Connaghton, Mr. Michael","male",31,0,0,"335097",7.75,"","Q"
"1642",2,1,"Wells, Miss. Joan","female",4,1,1,"29103",23,"","S"
"1643",3,1,"Moor, Master. Meier","male",6,0,1,"392096",12.475,"E121","S"
"1644",3,0,"Vande Velde, Mr. Johannes Joseph","male",33,0,0,"345780",9.5,"","S"
"1645",3,0,"Jonkoff, Mr. Lalio","male",23,0,0,"349204",7.8958,"","S"
"1646",2,1,"Herman, Mrs. Samuel (Jane Laver)","female",48,1,2,"220845",65,"","S"
"1647",2,1,"Hamalainen, Master. Viljo","male",0.67,1,1,"250649",14.5,"","S"
"1648",3,0,"Carlsson, Mr. August Sigfrid","male",28,0,0,"350042",7.7958,"","S"
"1649",2,0,"Bailey, Mr. Percy Andrew","male",18,0,0,"29108",11.5,"","S"
"1650",3,0,"Theobald, Mr. Thomas Leonard","male",34,0,0,"363294",8.05,"","S"
"1651",1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)","female",33,0,0,"110152",86.5,"B77","S"
"1652",3,0,"Garfirth, Mr. John","male",NA,0,0,"358585",14.5,"","S"
"1653",3,0,"Nirva, Mr. Iisakki Antino Aijo","male",41,0,0,"SOTON/O2 3101272",7.125,"","S"
"1654",3,1,"Barah, Mr. Hanna Assi","male",20,0,0,"2663",7.2292,"","C"
"1655",1,1,"Carter, Mrs. William Ernest (Lucile Polk)","female",36,1,2,"113760",120,"B96 B98","S"
"1656",3,0,"Eklund, Mr. Hans Linus","male",16,0,0,"347074",7.775,"","S"
"1657",1,1,"Hogeboom, Mrs. John C (Anna Andrews)","female",51,1,0,"13502",77.9583,"D11","S"
"1658",1,0,"Brewe, Dr. Arthur Jackson","male",NA,0,0,"112379",39.6,"","C"
"1659",3,0,"Mangan, Miss. Mary","female",30.5,0,0,"364850",7.75,"","Q"
"1660",3,0,"Moran, Mr. Daniel J","male",NA,1,0,"371110",24.15,"","Q"
"1661",3,0,"Gronnestad, Mr. Daniel Danielsen","male",32,0,0,"8471",8.3625,"","S"
"1662",3,0,"Lievens, Mr. Rene Aime","male",24,0,0,"345781",9.5,"","S"
"1663",3,0,"Jensen, Mr. Niels Peder","male",48,0,0,"350047",7.8542,"","S"
"1664",2,0,"Mack, Mrs. (Mary)","female",57,0,0,"S.O./P.P. 3",10.5,"E77","S"
"1665",3,0,"Elias, Mr. Dibo","male",NA,0,0,"2674",7.225,"","C"
"1666",2,1,"Hocking, Mrs. Elizabeth (Eliza Needs)","female",54,1,3,"29105",23,"","S"
"1667",3,0,"Myhrman, Mr. Pehr Fabian Oliver Malkolm","male",18,0,0,"347078",7.75,"","S"
"1668",3,0,"Tobin, Mr. Roger","male",NA,0,0,"383121",7.75,"F38","Q"
"1669",3,1,"Emanuel, Miss. Virginia Ethel","female",5,0,0,"364516",12.475,"","S"
"1670",3,0,"Kilgannon, Mr. Thomas J","male",NA,0,0,"36865",7.7375,"","Q"
"1671",1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)","female",43,0,1,"24160",211.3375,"B3","S"
"1672",3,1,"Ayoub, Miss. Banoura","female",13,0,0,"2687",7.2292,"","C"
"1673",1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)","female",17,1,0,"17474",57,"B20","S"
"1674",1,0,"Long, Mr. Milton Clyde","male",29,0,0,"113501",30,"D6","S"
"1675",3,0,"Johnston, Mr. Andrew G","male",NA,1,2,"W./C. 6607",23.45,"","S"
"1676",3,0,"Ali, Mr. William","male",25,0,0,"SOTON/O.Q. 3101312",7.05,"","S"
"1677",3,0,"Harmer, Mr. Abraham (David Lishin)","male",25,0,0,"374887",7.25,"","S"
"1678",3,1,"Sjoblom, Miss. Anna Sofia","female",18,0,0,"3101265",7.4958,"","S"
"1679",3,0,"Rice, Master. George Hugh","male",8,4,1,"382652",29.125,"","Q"
"1680",3,1,"Dean, Master. Bertram Vere","male",1,1,2,"C.A. 2315",20.575,"","S"
"1681",1,0,"Guggenheim, Mr. Benjamin","male",46,0,0,"PC 17593",79.2,"B82 B84","C"
"1682",3,0,"Keane, Mr. Andrew ""Andy""","male",NA,0,0,"12460",7.75,"","Q"
"1683",2,0,"Gaskell, Mr. Alfred","male",16,0,0,"239865",26,"","S"
"1684",3,0,"Sage, Miss. Stella Anna","female",NA,8,2,"CA. 2343",69.55,"","S"
"1685",1,0,"Hoyt, Mr. William Fisher","male",NA,0,0,"PC 17600",30.6958,"","C"
"1686",3,0,"Dantcheff, Mr. Ristiu","male",25,0,0,"349203",7.8958,"","S"
"1687",2,0,"Otter, Mr. Richard","male",39,0,0,"28213",13,"","S"
"1688",1,1,"Leader, Dr. Alice (Farnham)","female",49,0,0,"17465",25.9292,"D17","S"
"1689",3,1,"Osman, Mrs. Mara","female",31,0,0,"349244",8.6833,"","S"
"1690",3,0,"Ibrahim Shawah, Mr. Yousseff","male",30,0,0,"2685",7.2292,"","C"
"1691",3,0,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)","female",30,1,1,"345773",24.15,"","S"
"1692",2,0,"Ponesell, Mr. Martin","male",34,0,0,"250647",13,"","S"
