"MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Finish","Garage.Cars","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","SalePrice","Porch.SF","Tot.Bath","House.Age"
"60","RL",70,9109,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Other","Norm","1Fam","Other",7,5,1994,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No","Other",36,"Other",596,122,754,"GasA","Ex","Y","SBrkr",754,786,0,1540,1,0,2,1,3,1,"Other",6,"Typ",0,"No fireplace","Attchd","RFn","2","TA","TA","Y",140,32,0,0,0,0,"No","No fence","None",0,10,2009,184000,32,3.5,15
"60","RL",0,10274,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","SawyerW","Norm","Norm","1Fam","Other",6,7,1986,1986,"Gable","CompShg","VinylSd","VinylSd","Other",141,"TA","Other","CBlock","Gd","TA","No","Rec",331,"Unf",0,345,676,"GasA","TA","Y","SBrkr",698,702,0,1400,0,0,2,1,3,1,"TA",6,"Typ",0,"No fireplace","Attchd","RFn","2","TA","TA","Y",0,48,0,0,0,0,"No","No fence","None",0,7,2009,162000,48,2.5,23
"90","RL",75,8250,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","Other","Other",6,7,1981,1981,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","Other","Other","Other","Other","Other",0,"Other",0,0,0,"GasA","TA","Y","SBrkr",964,918,0,1882,0,0,2,0,4,2,"TA",8,"Typ",2,"TA","Attchd","Unf","2","TA","TA","Y",0,0,0,0,0,0,"No","No fence","None",0,5,2009,160000,0,2,28
"20","Other",60,8400,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Other","Norm","1Fam","1Story",4,4,1950,1950,"Gable","CompShg","Wd Sdng","AsbShng","None",0,"Other","Other","CBlock","TA","Other","No","Unf",0,"Unf",0,721,721,"GasA","Other","Y","SBrkr",841,0,0,841,0,0,1,0,2,1,"TA",4,"Typ",0,"No fireplace","Other","Unf","Other","TA","TA","Other",250,0,24,0,0,0,"No","No fence","None",0,9,2009,82000,24,1,59
"45","Other",60,9000,"Pave","No alley","Reg","Lvl","AllPub","Other","Gtl","SawyerW","Norm","Norm","1Fam","Other",6,3,1928,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","Other","Other","Other","No","Unf",0,"Unf",0,784,784,"GasA","TA","Other","Other",784,0,0,784,0,0,1,0,2,1,"TA",5,"Typ",0,"No fireplace","Other","Unf","2","Other","Other","Other",0,0,91,0,0,0,"No","No fence","None",0,10,2009,76000,91,1,59
"20","RL",63,9750,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1962,1962,"Other","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Other",68,"Other",884,28,980,"GasA","Other","Y","SBrkr",980,0,0,980,1,0,1,0,3,1,"TA",5,"Typ",0,"No fireplace","Other","Unf","2","TA","TA","Y",0,28,0,0,0,0,"No","Other","None",0,11,2009,110000,28,2,47
"20","RL",71,7064,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1977,1977,"Gable","CompShg","Plywood","Plywood","Other",153,"TA","TA","CBlock","TA","TA","No","BLQ",560,"Unf",0,420,980,"GasA","TA","Y","SBrkr",980,0,0,980,0,0,1,0,3,1,"TA",6,"Typ",0,"No fireplace","Other","Unf","2","TA","TA","Y",192,0,0,0,0,0,"No","No fence","None",0,7,2009,135000,0,1,32
"20","RL",0,8499,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","Sawyer","Other","Norm","1Fam","1Story",5,6,1961,1961,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",660,"Unf",0,204,864,"GasA","Ex","Y","SBrkr",864,0,0,864,1,0,1,0,3,1,"TA",5,"Typ",0,"No fireplace","Other","Unf","2","TA","TA","Y",0,312,0,0,0,0,"No","No fence","None",0,6,2009,141000,312,2,48
"20","RL",0,9079,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1961,1961,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",864,"Unf",0,0,864,"GasA","TA","Y","SBrkr",864,0,0,864,0,0,1,0,2,1,"TA",5,"Typ",0,"No fireplace","Attchd","Unf","Other","TA","TA","Y",158,0,0,0,0,0,"No","No fence","None",0,7,2009,122000,0,1,48
"20","RL",0,7791,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","Sawyer","Other","Norm","1Fam","1Story",5,8,1963,1995,"Gable","CompShg","Plywood","Plywood","None",0,"Other","Other","CBlock","TA","TA","No","ALQ",624,"Unf",0,288,912,"GasA","Ex","Y","SBrkr",912,0,0,912,1,0,1,0,3,1,"Other",6,"Typ",0,"No fireplace","Attchd","RFn","Other","TA","TA","Y",0,0,0,0,0,0,"No","Other","None",0,10,2009,129000,0,2,14
"20","RL",80,10000,"Pave","No alley","Reg","Lvl","AllPub","Other","Gtl","Sawyer","Other","Norm","1Fam","1Story",5,6,1961,1983,"Other","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",594,"Unf",0,270,864,"GasA","Ex","Y","SBrkr",1144,0,0,1144,1,0,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd","RFn","Other","TA","TA","Y",165,0,0,0,0,0,"No","Other","Other",400,3,2009,131400,0,2,26
"20","RL",60,8281,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1965,1965,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",553,"Other",311,0,864,"GasA","Other","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ",1,"Other","Other","Unf","Other","TA","TA","Y",0,0,236,0,0,0,"No","Other","None",0,12,2009,62383,236,1,44
"20","RL",65,7150,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Other","Norm","1Fam","1Story",5,6,1962,1962,"Gable","CompShg","VinylSd","VinylSd","Other",60,"TA","TA","CBlock","TA","TA","No","Other",140,"Other",590,182,912,"GasA","Other","Y","SBrkr",912,0,0,912,0,1,1,0,3,1,"TA",6,"Typ",0,"No fireplace","Attchd","Unf","Other","TA","TA","Y",0,0,0,0,0,0,"No","No fence","None",0,10,2009,123000,0,1.5,47
"20","RL",0,15676,"Pave","No alley","Other","Other","AllPub","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",8,8,1980,1980,"Gable","CompShg","VinylSd","VinylSd","Other",115,"Other","Other","CBlock","Gd","Other","Other","ALQ",1733,"Other",92,189,2014,"GasA","Other","Y","SBrkr",2014,0,0,2014,1,0,2,0,2,1,"Other",6,"Other",2,"Gd","Attchd","RFn","Other","TA","TA","Y",462,0,0,255,0,0,"No","Other","None",0,4,2009,275000,255,3,29
"60","RL",0,11949,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","Other",7,8,1991,2008,"Gable","CompShg","VinylSd","VinylSd","Other",196,"Other","Other","PConc","Gd","TA","No","GLQ",601,"Other",216,158,975,"GasA","Ex","Y","SBrkr",975,780,0,1755,0,1,2,1,3,1,"Other",7,"Typ",1,"TA","Attchd","Unf","2","TA","TA","Y",502,60,0,0,0,0,"No","Other","None",0,7,2009,235000,60,3,1
"20","RL",0,14694,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",8,9,1977,2008,"Gable","CompShg","MetalSd","MetalSd","Other",450,"Other","Other","CBlock","Gd","Other","Other","GLQ",1252,"Other",136,306,1694,"GasA","Ex","Y","SBrkr",1694,0,0,1694,1,0,2,0,2,1,"Other",5,"Typ",1,"Gd","Attchd","Fin","2","TA","TA","Y",501,120,0,225,0,0,"No","No fence","None",0,6,2009,318750,345,3,1
"120","RL",61,3782,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","Other","Norm","Norm","Other","1Story",8,5,1981,1981,"Gable","CompShg","Wd Sdng","Plywood","None",0,"Other","TA","CBlock","Gd","TA","Other","GLQ",960,"Unf",0,266,1226,"GasA","TA","Y","SBrkr",1226,0,0,1226,1,0,1,0,1,1,"Other",4,"Typ",2,"TA","Attchd","Fin","2","TA","TA","Y",133,78,0,0,0,0,"No","No fence","None",0,9,2009,211500,78,2,28
"20","RL",110,15417,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",7,5,1981,1981,"Gable","CompShg","BrkFace","BrkFace","None",0,"Other","TA","CBlock","Gd","TA","Other","Other",121,"Unf",0,1619,1740,"GasA","TA","Y","SBrkr",1740,0,0,1740,0,0,1,1,2,1,"Other",7,"Typ",0,"No fireplace","Attchd","RFn","2","TA","TA","Y",228,20,218,0,0,0,"No","No fence","None",0,6,2009,241600,238,1.5,28
"20","RL",0,9991,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","Sawyer","Other","Norm","1Fam","1Story",4,4,1976,1993,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",1116,"Unf",0,165,1281,"GasA","Ex","Y","SBrkr",1620,0,0,1620,1,0,2,0,3,1,"TA",8,"Other",1,"TA","Attchd","Unf","2","TA","TA","Y",120,78,0,0,0,0,"No","Other","None",0,6,2009,150000,78,3,16
"60","RL",78,11700,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Other","Norm","1Fam","Other",6,6,1968,1968,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",298,"Unf",0,429,727,"GasA","Ex","Y","SBrkr",829,727,0,1556,0,0,1,1,4,1,"TA",8,"Typ",0,"No fireplace","Attchd","Unf","2","TA","TA","Y",0,0,0,0,0,0,"No","No fence","None",0,5,2009,154000,0,1.5,41
"20","RL",0,11717,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","NWAmes","Other","Norm","1Fam","1Story",6,6,1970,1970,"Other","CompShg","HdBoard","HdBoard","Other",571,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1442,1442,"GasA","TA","Y","SBrkr",1442,0,0,1442,0,0,2,0,2,1,"TA",6,"Typ",1,"TA","Attchd","RFn","2","TA","TA","Y",371,0,0,0,0,0,"No","No fence","None",0,2,2009,185000,0,2,39
"20","RL",0,9156,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","NWAmes","Other","Norm","1Fam","1Story",6,7,1968,1968,"Other","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1489,1489,"GasA","Other","Y","SBrkr",1489,0,0,1489,0,0,2,0,3,1,"Other",7,"Typ",1,"Gd","Attchd","RFn","2","TA","TA","Y",0,0,0,0,0,0,"No","No fence","None",0,8,2009,185750,0,2,41
"60","RL",0,10382,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","NWAmes","Other","Norm","1Fam","Other",7,6,1973,1973,"Gable","CompShg","HdBoard","HdBoard","Other",240,"TA","TA","CBlock","Gd","TA","Other","ALQ",859,"Other",32,216,1107,"GasA","Ex","Y","SBrkr",1107,983,0,2090,1,0,2,1,3,1,"TA",7,"Typ",2,"TA","Attchd","RFn","2","TA","TA","Y",235,204,228,0,0,0,"No","No fence","Other",350,11,2009,200000,432,3.5,36
"60","RL",0,12732,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","NWAmes","Other","Norm","1Fam","Other",7,6,1974,1974,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","Other","GLQ",560,"Other",42,150,752,"GasA","TA","Y","SBrkr",1285,782,0,2067,0,0,2,1,3,1,"Other",7,"Typ",2,"TA","Attchd","RFn","2","TA","TA","Y",297,40,0,0,0,0,"No","No fence","None",0,6,2009,206000,40,2.5,35
"60","RL",0,12936,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","NWAmes","Norm","Norm","1Fam","Other",6,6,1972,1972,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","Other","No","BLQ",593,"Unf",0,130,723,"GasA","TA","Y","SBrkr",735,660,0,1395,0,1,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd","Unf","2","TA","TA","Y",294,116,0,0,0,0,"No","No fence","None",0,12,2009,162000,116,2,37
"60","RL",80,10400,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Other","Norm","1Fam","Other",6,7,1967,1997,"Gable","CompShg","MetalSd","MetalSd","Other",256,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,932,932,"GasA","Other","Y","SBrkr",1271,1369,0,2640,0,0,2,1,5,1,"Other",8,"Typ",1,"TA","Attchd","RFn","2","TA","TA","Y",0,120,0,0,168,0,"No","No fence","None",0,5,2009,256900,288,2.5,12
"80","RL",0,17871,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","NWAmes","Norm","Norm","1Fam","Other",6,5,1967,1976,"Gable","CompShg","HdBoard","HdBoard","Other",359,"TA","TA","CBlock","Gd","TA","Other","ALQ",528,"Unf",0,1152,1680,"GasA","Other","Y","SBrkr",1724,0,0,1724,1,0,1,1,3,1,"TA",7,"Typ",1,"Gd","Attchd","RFn","2","TA","TA","Y",0,0,0,0,0,0,"No","No fence","None",0,6,2009,197900,0,2.5,33
"20","RL",80,9600,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Other","Norm","1Fam","1Story",5,5,1969,1969,"Gable","CompShg","HdBoard","HdBoard","Other",128,"TA","TA","CBlock","Gd","TA","Other","ALQ",553,"Other",147,588,1288,"GasA","TA","Y","SBrkr",1336,0,0,1336,0,1,2,0,3,1,"TA",6,"Typ",1,"Other","Attchd","RFn","2","TA","TA","Y",312,11,0,0,0,0,"No","No fence","Other",650,8,2009,163000,11,2.5,40
"60","RL",0,13774,"Pave","No alley","Other","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","Other",7,7,1977,1992,"Other","CompShg","HdBoard","HdBoard","Other",283,"TA","Other","PConc","Gd","TA","No","GLQ",432,"Unf",0,476,908,"GasA","Ex","Y","SBrkr",1316,972,0,2288,0,0,1,2,4,1,"Other",8,"Typ",2,"TA","Attchd","RFn","2","TA","TA","Y",321,72,0,0,156,0,"No","No fence","None",0,11,2009,230000,228,2,17
"20","RL",80,9650,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,5,1977,1977,"Gable","CompShg","Plywood","Plywood","Other",360,"TA","TA","CBlock","Gd","TA","No","ALQ",686,"Unf",0,664,1350,"GasA","TA","Y","SBrkr",1334,0,0,1334,0,1,2,0,2,1,"TA",6,"Typ",1,"TA","Attchd","RFn","2","TA","TA","Y",0,16,0,0,0,0,"No","No fence","None",0,4,2009,167900,16,2.5,32
"20","RL",78,10140,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Other","Norm","1Fam","1Story",7,5,1998,1999,"Other","CompShg","VinylSd","VinylSd","None",0,"Other","TA","PConc","Other","TA","No","Other",144,"Other",1127,379,1650,"GasA","Ex","Y","SBrkr",1680,0,0,1680,1,0,2,0,3,1,"Other",7,"Other",1,"TA","Attchd","Fin","2","TA","TA","Y",78,73,0,0,0,0,"No","No fence","None",0,6,2009,213250,73,3,10
"60","RL",70,8400,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","Other",8,6,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Other","TA","PConc","Gd","TA","No","GLQ",643,"Unf",0,167,810,"GasA","Ex","Y","SBrkr",810,855,0,1665,1,0,2,1,3,1,"Other",6,"Typ",0,"No fireplace","Attchd","Fin","2","TA","TA","Y",0,45,0,0,0,0,"No","No fence","None",0,11,2009,227000,45,3.5,8
"20","RL",62,7130,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1967,1967,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","TA","TA","No","BLQ",648,"Unf",0,216,864,"GasA","TA","Y","SBrkr",864,0,0,864,0,1,1,0,2,1,"TA",5,"Typ",0,"No fireplace","Attchd","Fin","Other","TA","TA","Y",0,0,0,0,0,0,"No","Other","None",0,6,2009,130000,0,1.5,42
"20","RL",80,9600,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1967,1967,"Other","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1568,1568,"GasA","TA","Y","SBrkr",1568,0,0,1568,0,0,1,1,3,1,"TA",7,"Typ",0,"No fireplace","Attchd","Unf","2","TA","TA","Y",160,40,0,0,0,0,"No","No fence","None",0,3,2009,143000,40,1.5,42
"20","RL",70,9100,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1965,1965,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",338,"Other",466,121,925,"GasA","Ex","Y","SBrkr",925,0,0,925,0,1,1,0,2,1,"TA",5,"Typ",0,"No fireplace","Other","Unf","Other","TA","TA","Y",0,0,0,0,0,0,"No","Other","None",0,7,2009,117500,0,1.5,44
"85","RL",0,16500,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","Other",6,5,1971,1971,"Other","CompShg","HdBoard","HdBoard","Other",509,"TA","TA","CBlock","Gd","TA","Other","GLQ",962,"Unf",0,270,1232,"GasA","Other","Y","SBrkr",1320,0,0,1320,0,1,2,0,3,1,"TA",5,"Typ",1,"Gd","Attchd","RFn","2","TA","TA","Y",0,20,0,0,0,0,"No","No fence","None",0,5,2009,172500,20,2.5,38
"20","RL",0,9790,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Other","Norm","1Fam","1Story",6,5,1967,1967,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",251,"Other",630,491,1372,"GasA","TA","Y","SBrkr",1342,0,0,1342,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Attchd","Unf","2","TA","TA","Y",0,0,0,0,197,0,"No","No fence","None",0,9,2009,161500,197,2,42
"20","RL",60,7436,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,7,1960,1960,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",734,"Unf",0,160,894,"GasA","Other","Y","SBrkr",894,0,0,894,1,0,1,0,2,1,"TA",5,"Typ",1,"Other","Other","Unf","2","TA","TA","Y",0,0,0,360,0,0,"No","Other","None",0,8,2009,141500,360,2,49
"20","RL",65,8125,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1959,1959,"Other","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",403,"Unf",0,461,864,"GasA","Ex","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ",0,"No fireplace","Other","Unf","Other","TA","TA","Y",0,0,0,0,0,0,"No","No fence","None",0,9,2009,118000,0,1,50
"20","RL",70,9100,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1959,1959,"Other","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",612,"Unf",0,252,864,"GasA","Ex","Y","SBrkr",864,0,0,864,0,0,1,0,2,1,"TA",5,"Typ",0,"No fireplace","Other","Unf","Other","Other","Other","Y",0,0,0,0,0,0,"No","No fence","Other",450,10,2009,127500,0,1,50
"20","RL",0,9450,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1957,1957,"Gable","CompShg","Wd Sdng","Wd Sdng","Other",160,"TA","TA","CBlock","TA","TA","No","BLQ",775,"Unf",0,265,1040,"GasA","TA","Y","SBrkr",1362,0,0,1362,1,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd","RFn","Other","TA","TA","Y",0,0,84,0,0,0,"No","Other","None",0,5,2009,140000,84,2,52
"20","RL",0,13495,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1956,1956,"Gable","CompShg","Wd Sdng","Wd Sdng","Other",70,"TA","Other","CBlock","TA","TA","No","BLQ",625,"Other",201,222,1048,"GasA","Other","Y","SBrkr",1728,0,0,1728,1,0,2,0,3,1,"TA",7,"Other",1,"Gd","Other","Unf","2","TA","TA","Y",0,99,0,0,0,0,"No","No fence","None",0,7,2009,177625,99,3,53
"20","RL",100,10004,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1964,1964,"Gable","CompShg","HdBoard","Plywood","Other",180,"TA","TA","CBlock","TA","TA","No","Rec",196,"Other",345,975,1516,"GasA","TA","Y","SBrkr",1516,0,0,1516,0,0,1,1,3,1,"TA",6,"Typ",0,"No fireplace","Attchd","RFn","2","TA","TA","Y",0,0,0,0,152,0,"No","No fence","None",0,2,2009,167000,152,1.5,45
"20","RL",85,9350,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1961,1995,"Gable","CompShg","Wd Sdng","Wd Sdng","Other",217,"TA","TA","CBlock","TA","TA","No","ALQ",310,"Other",512,491,1313,"GasA","TA","Y","SBrkr",1313,0,0,1313,1,0,1,1,3,1,"Other",6,"Typ",1,"TA","Attchd","RFn","2","TA","TA","Y",172,28,0,0,121,0,"No","Other","None",0,2,2009,153000,149,2.5,14
"20","RL",0,11000,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1966,1966,"Gable","CompShg","Plywood","Plywood","Other",200,"TA","TA","CBlock","TA","TA","Other","BLQ",740,"Other",230,184,1154,"GasA","Ex","Y","SBrkr",1154,0,0,1154,0,0,1,1,3,1,"TA",6,"Typ",1,"Other","Attchd","RFn","2","TA","TA","Y",0,58,0,0,0,0,"No","Other","None",0,11,2009,154000,58,1.5,43
"60","RL",0,8970,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","NAmes","Norm","Norm","1Fam","Other",5,6,1965,1965,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Other","CBlock","TA","TA","No","ALQ",388,"Unf",0,356,744,"GasA","TA","Y","SBrkr",825,1315,0,2140,0,0,2,1,4,1,"TA",7,"Typ",1,"TA","Attchd","Fin","2","TA","TA","Y",0,40,264,0,0,0,"No","Other","None",0,6,2009,177500,304,2.5,44
"80","RL",0,12095,"Pave","No alley","Other","Lvl","AllPub","Other","Gtl","NAmes","Norm","Norm","1Fam","Other",6,6,1964,1964,"Gable","CompShg","MetalSd","HdBoard","Other",115,"TA","Other","CBlock","TA","TA","Other","Rec",564,"Unf",0,563,1127,"GasA","TA","Y","SBrkr",1445,0,0,1445,0,0,1,1,3,1,"TA",7,"Typ",1,"Other","Attchd","RFn","2","TA","TA","Y",180,0,0,0,0,0,"No","Other","None",0,8,2009,158000,0,1.5,45
"20","RL",80,9600,"Pave","No alley","Reg","Lvl","AllPub","Other","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1959,1959,"Gable","CompShg","MetalSd","MetalSd","Other",132,"TA","TA","CBlock","TA","TA","No","ALQ",991,"Unf",0,50,1041,"GasA","Ex","Y","SBrkr",1041,0,0,1041,1,0,1,0,3,1,"TA",6,"Typ",0,"No fireplace","Attchd","RFn","Other","TA","TA","Y",224,88,0,0,0,0,"No","Other","None",0,7,2009,124500,88,2,50
"80","RL",85,11475,"Pave","No alley","Reg","Lvl","AllPub","Other","Gtl","NAmes","Norm","Norm","1Fam","Other",6,6,1961,1961,"Other","CompShg","HdBoard","HdBoard","Other",90,"TA","TA","CBlock","TA","TA","Other","ALQ",568,"Unf",0,640,1208,"GasA","Ex","Y","SBrkr",1576,0,0,1576,1,0,1,0,4,1,"Other",7,"Typ",1,"Other","Other","Fin","2","TA","TA","Y",85,0,0,0,0,0,"No","No fence","None",0,9,2009,174500,0,2,48
"20","RL",68,9768,"Pave","No alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1955,1955,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",100,"Other",247,613,960,"GasA","Other","Y","SBrkr",960,0,0,960,1,0,1,0,2,1,"TA",5,"Typ",0,"No fireplace","Attchd","RFn","Other","TA","TA","Y",0,70,0,0,0,0,"No","Other","None",0,2,2009,122000,70,2,54
"30","RL",50,5330,"Pave","No alley","Reg","Other","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",4,7,1940,1950,"Other","CompShg","VinylSd","VinylSd","None",0,"Other","TA","CBlock","TA","TA","No","Other",280,"Unf",0,140,420,"GasA","Other","Y","SBrkr",708,0,0,708,0,0,1,0,2,1,"Other",5,"Typ",0,"No fireplace","Other","Other","Other","Other","Other","Y",164,0,0,0,0,0,"No","No fence","None",0,12,2009,82500,0,1,59
"50","RL",0,7015,"Pave","No alley","Other","Other","AllPub","Other","Gtl","BrkSide","Norm","Norm","1Fam","Other",5,4,1950,1950,"Gable","CompShg","MetalSd","MetalSd","Other",161,"TA","TA","CBlock","TA","TA","No","Other",185,"Unf",0,524,709,"GasA","TA","Y","SBrkr",979,224,0,1203,1,0,1,0,3,1,"Other",5,"Typ",1,"TA","Other","Unf","Other","TA","TA","Y",0,0,248,0,0,0,"No","No fence","None",0,7,2009,110000,248,2,59
